Rank,Player,Team,Position,MIN,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,Research %ROST,Research +/-,Fantasy TOT,Fantasy AVG,Position List,Projected Fantasy Points,VORP,Adjusted VORP,Tier
1,Nikola Jokic,Den,C,35.1,10.4,17.7,4.7,5.8,1.0,12.7,9.2,1.4,0.8,3.3,26.7,99.9,0.0,4862.0,63.1,['C'],63.0,42.3,3.4005659797087358,5
2,Victor Wembanyama,SA,C,33.4,9.2,18.8,4.8,5.8,2.1,12.0,4.4,1.8,4.3,4.1,25.4,99.9,0.0,4418.0,63.1,['C'],63.1,42.400000000000006,3.408605142781334,5
3,Luka Doncic,Dal,PG,37.0,11.2,23.1,6.9,8.9,3.7,9.1,9.3,1.4,0.5,4.0,33.1,99.9,0.0,4423.0,61.4,['PG'],61.4,42.3,3.4074358663640942,5
4,Shai Gilgeous-Alexander,OKC,PG,34.8,11.2,21.1,8.1,9.3,1.4,5.6,6.8,2.0,0.9,2.3,32.0,99.9,0.0,4421.0,59.7,['PG'],59.699999999999996,40.599999999999994,3.2704939993943785,5
5,Giannis Antetokounmpo,Mil,"PF, C",35.4,11.6,19.5,7.5,11.4,0.6,11.9,6.5,1.1,1.1,3.6,31.3,99.9,0.0,4076.0,58.2,"['PF', 'C']",58.199999999999996,37.5,3.278675579169775,5
6,Domantas Sabonis,Sac,"C, PF",36.1,7.7,13.0,3.7,5.2,0.4,13.6,8.0,0.9,0.6,3.3,19.6,99.9,0.0,4004.0,50.1,"['C', 'PF']",49.9,29.2,2.549104337692319,5
7,Tyrese Haliburton,Ind,"PG, SG",34.8,7.7,16.1,3.0,3.5,3.0,4.2,11.5,1.4,0.7,2.5,21.4,99.9,0.0,3770.0,53.9,"['PG', 'SG']",53.8,34.699999999999996,2.8025360369062304,5
8,Anthony Davis,LAL,"C, PF",35.9,9.6,17.2,5.7,7.0,0.4,12.7,3.4,1.2,2.3,2.1,25.2,99.9,0.0,3548.0,55.4,"['C', 'PF']",55.599999999999994,34.89999999999999,3.0501351902732226,5
9,Ja Morant,Mem,PG,36.2,10.8,22.5,6.5,8.6,1.7,6.4,8.4,1.2,0.4,3.8,29.7,99.7,0.1,3523.0,50.3,['PG'],50.400000000000006,31.300000000000004,2.521341433030642,5
10,Jayson Tatum,Bos,"PF, SF",36.0,9.2,19.7,5.9,7.0,3.1,8.2,4.8,1.0,0.6,2.6,27.5,99.9,0.0,3590.0,47.2,"['PF', 'SF']",47.2,26.300000000000004,2.311773933838207,5
11,Anthony Edwards,Min,"SG, SF",36.8,10.0,21.7,5.8,7.1,2.8,5.7,5.1,1.4,0.6,3.2,28.6,99.9,0.0,3576.0,45.8,"['SG', 'SF']",45.9,23.699999999999996,2.1401281288995335,5
12,Trae Young,Atl,PG,36.2,8.4,19.3,7.0,8.0,3.0,3.0,10.7,1.3,0.2,4.3,26.7,99.7,0.0,3355.0,47.9,['PG'],48.0,28.9,2.328011738485161,5
13,LeBron James,LAL,"SF, PF",35.2,9.8,18.4,4.3,5.7,2.1,7.4,8.0,1.2,0.6,3.4,26.0,99.9,0.0,3362.0,51.7,"['SF', 'PF']",51.7,30.800000000000004,2.707324606928394,5
14,Jalen Brunson,NY,PG,35.8,10.2,21.2,5.4,6.4,2.7,3.7,6.7,0.9,0.2,2.4,28.4,99.8,0.0,3492.0,45.9,['PG'],46.0,26.9,2.166903659697261,5
15,Donovan Mitchell,Cle,"SG, PG",36.1,9.6,20.5,4.9,5.7,3.5,4.9,5.7,1.7,0.5,2.9,27.5,99.8,0.1,3373.0,48.2,"['SG', 'PG']",48.2,29.1,2.3441225463639515,5
16,Joel Embiid,Phi,C,34.4,11.3,21.3,10.2,11.8,1.3,11.0,5.1,1.1,1.7,3.7,34.1,99.8,0.0,3604.0,60.1,['C'],60.1,39.400000000000006,3.1674302506034095,5
17,De'Aaron Fox,Sac,PG,36.2,9.8,20.7,4.4,5.9,2.6,4.6,5.8,1.9,0.4,2.7,26.6,99.6,0.0,3352.0,46.6,['PG'],46.60000000000001,27.500000000000007,2.2152360833336315,5
18,Devin Booker,Phx,"PG, SG",36.6,10.0,20.3,6.3,7.1,2.4,4.6,6.5,0.9,0.4,2.7,28.6,99.9,0.0,3306.0,47.2,"['PG', 'SG']",47.300000000000004,28.200000000000003,2.2716239109093963,5
19,Pascal Siakam,Ind,PF,34.3,8.7,16.5,3.9,5.3,1.1,7.3,4.6,0.8,0.4,1.9,22.4,99.1,0.3,3155.0,40.4,['PF'],40.5,19.6,1.722842931681705,5
20,Kevin Durant,Phx,PF,36.5,9.8,18.8,4.8,5.6,2.2,6.5,5.0,0.9,1.2,3.2,26.7,99.9,0.0,3132.0,47.5,['PF'],47.400000000000006,26.500000000000007,2.3293539637533263,5
21,Zion Williamson,NO,PF,33.7,10.3,17.8,5.8,8.2,0.3,6.3,5.3,1.2,0.7,3.0,26.6,98.9,0.4,2923.0,45.7,['PF'],45.800000000000004,24.900000000000006,2.188713724432371,5
22,Scottie Barnes,Tor,"SF, SG, PF",36.3,7.5,15.8,3.2,4.1,1.6,8.3,6.0,1.3,1.4,2.7,19.7,99.7,0.1,3164.0,45.2,"['SF', 'SG', 'PF']",45.3,24.4,2.1447636496445717,5
23,Karl-Anthony Towns,NY,"C, PF",34.9,8.3,16.4,4.5,5.2,2.3,10.7,3.5,0.8,1.2,3.1,23.4,99.6,0.2,3129.0,44.7,"['C', 'PF']",44.7,24.000000000000004,2.092023559899214,5
24,LaMelo Ball,Cha,PG,34.3,8.0,18.8,3.4,3.9,3.3,6.5,8.2,1.7,0.3,3.6,22.7,98.9,0.7,3065.0,46.4,['PG'],46.4,27.299999999999997,2.1991252754548407,5
25,Tyrese Maxey,Phi,"PG, SG",36.6,8.8,19.4,4.4,5.1,2.9,3.6,5.9,1.0,0.4,1.6,24.9,99.6,0.1,3101.0,43.1,"['PG', 'SG']",43.10000000000001,24.000000000000007,1.933296945454806,5
26,Alperen Sengun,Hou,C,33.7,8.0,15.0,3.8,5.5,0.5,9.8,4.9,1.2,0.9,2.8,20.4,98.8,0.4,3076.0,42.7,['C'],42.6,21.900000000000002,1.7605767128988492,5
27,Paolo Banchero,Orl,"PF, SF",35.9,8.5,18.7,5.8,7.9,1.7,7.1,5.3,0.9,0.8,3.1,24.6,99.7,0.1,3105.0,40.9,"['PF', 'SF']",40.8,19.9,1.749212976554384,5
28,James Harden,LAC,"PG, SG",34.7,5.2,12.0,4.5,5.1,2.6,5.3,8.9,1.1,0.7,2.7,17.4,99.0,0.4,3065.0,42.6,"['PG', 'SG']",42.699999999999996,23.599999999999994,1.9010753296972247,5
29,Nikola Vucevic,Chi,C,34.1,7.6,15.5,1.4,1.7,1.3,10.7,3.3,0.7,0.8,1.6,17.9,97.0,0.7,3013.0,38.6,['C'],38.7,18.000000000000004,1.4470493530675475,5
30,Stephen Curry,GS,PG,32.4,8.7,19.1,4.1,4.4,4.7,4.7,5.3,0.8,0.4,2.9,26.2,99.8,0.0,3108.0,43.2,['PG'],43.199999999999996,24.099999999999994,1.9413523493941998,5
31,Cade Cunningham,Det,"PG, SG",34.9,9.1,19.9,3.9,4.4,2.3,5.2,7.8,1.0,0.4,3.6,24.4,98.7,0.8,3053.0,43.6,"['PG', 'SG']",43.7,24.6,1.9816293690911755,5
32,DeMar DeRozan,Sac,"SF, PF",33.6,8.2,16.6,6.0,6.9,0.7,4.2,4.7,1.0,0.4,1.8,23.1,99.1,0.1,2952.0,38.3,"['SF', 'PF']",38.3,17.4,1.529462602615391,5
33,Damian Lillard,Mil,PG,35.6,7.8,18.1,6.9,7.5,3.2,4.4,7.0,0.9,0.3,2.8,25.7,99.6,0.0,3040.0,43.4,['PG'],43.400000000000006,24.300000000000004,1.9574631572729908,5
34,Kyrie Irving,Dal,"PG, SG",34.5,9.5,19.2,3.3,3.6,2.9,4.9,5.1,1.2,0.5,1.8,25.2,99.6,0.1,2943.0,46.0,"['PG', 'SG']",45.9,26.799999999999997,2.158848255757866,5
35,Desmond Bane,Mem,"SG, SF",34.9,8.6,18.3,3.2,3.7,3.3,4.8,5.1,1.1,0.5,2.5,23.7,97.4,1.2,2879.0,41.7,"['SG', 'SF']",41.8,19.599999999999994,1.7698949926764074,5
36,Chet Holmgren,OKC,C,31.1,6.5,12.3,2.8,3.5,1.7,8.4,2.6,0.7,2.4,1.7,17.5,99.5,0.1,3005.0,41.7,['C'],41.800000000000004,21.100000000000005,1.6962634083180697,5
37,Dejounte Murray,NO,"SG, PG",33.6,7.6,16.6,2.1,2.6,2.1,5.2,6.2,1.4,0.3,2.4,19.4,98.8,0.1,2981.0,39.2,"['SG', 'PG']",39.199999999999996,20.099999999999994,1.619136191818399,5
38,Bam Adebayo,Mia,C,34.9,7.8,14.7,4.3,5.6,0.2,10.4,3.8,1.2,1.2,2.4,20.0,99.3,0.0,3054.0,42.4,['C'],42.6,21.900000000000002,1.7605767128988492,5
39,Lauri Markkanen,Utah,"PF, SF",34.1,8.0,16.6,4.7,5.2,3.2,8.3,2.0,0.9,0.5,1.5,23.8,98.4,0.8,2855.0,40.8,"['PF', 'SF']",40.8,19.9,1.749212976554384,5
40,Jamal Murray,Den,PG,32.3,7.9,16.7,2.7,3.2,2.5,4.1,6.5,1.0,0.5,2.2,21.0,98.0,0.3,2824.0,40.9,['PG'],40.800000000000004,21.700000000000003,1.74802265484872,5
41,Jaylen Brown,Bos,"SF, SG",34.0,9.2,18.5,3.2,4.5,2.2,5.8,3.5,1.2,0.5,2.5,23.8,99.7,0.1,2897.0,39.1,"['SF', 'SG']",39.2,17.0,1.5351130038519865,5
42,Jalen Williams,OKC,PF,33.2,7.6,14.2,2.6,3.2,1.5,4.3,4.6,1.3,0.8,1.8,19.3,97.0,0.7,2850.0,39.6,['PF'],39.5,18.6,1.634942782106108,5
43,Jalen Green,Hou,SG,34.0,8.7,19.4,4.2,5.1,3.1,5.0,3.7,0.8,0.5,2.5,24.7,98.4,0.3,2957.0,37.4,['SG'],37.5,14.0,1.294901139164595,5
44,Julius Randle,Min,PF,35.8,8.1,18.2,4.9,6.4,2.1,9.8,4.8,0.7,0.6,3.2,23.3,92.9,3.9,2764.0,40.1,['PF'],40.099999999999994,19.199999999999996,1.6876828718514658,5
45,Rudy Gobert,Min,C,33.2,5.3,8.0,3.4,5.2,0.0,12.8,1.3,0.7,2.0,1.6,14.0,94.6,2.2,2798.0,37.8,['C'],37.800000000000004,17.100000000000005,1.3746968854141703,5
46,Paul George,Phi,"SF, PF",33.1,7.7,16.6,3.7,4.1,3.1,5.3,3.8,1.5,0.5,2.3,22.2,97.7,-0.3,2690.0,40.1,"['SF', 'PF']",40.0,19.1,1.6788928568939065,5
47,Miles Bridges,Cha,"SF, PF",36.8,7.9,16.8,2.8,3.4,2.2,7.2,3.5,0.9,0.6,2.0,20.8,92.1,3.9,2778.0,37.5,"['SF', 'PF']",37.6,16.700000000000003,1.4679324979124735,5
48,Jalen Johnson,Atl,PF,34.9,6.6,12.9,2.0,2.7,1.3,9.0,3.7,1.2,0.9,1.8,16.4,86.5,7.5,2692.0,38.5,['PF'],38.5,17.6,1.5470426325305109,5
49,Evan Mobley,Cle,"PF, C",32.0,6.4,11.4,2.5,3.6,0.4,9.1,3.0,0.9,1.5,1.8,15.7,93.2,2.0,2551.0,37.5,"['PF', 'C']",37.5,16.8,1.4591424829549136,5
50,Coby White,Chi,"PG, SG",36.7,7.7,17.2,3.0,3.6,2.7,4.5,5.1,0.7,0.2,2.1,21.1,90.9,3.5,2799.0,35.4,"['PG', 'SG']",35.5,16.4,1.3210862460607835,5
51,Jimmy Butler,Mia,"SF, SG, PF",33.5,6.7,13.3,6.7,7.8,0.8,5.4,5.0,1.4,0.3,1.7,21.0,95.8,2.3,2579.0,39.7,"['SF', 'SG', 'PF']",39.599999999999994,18.699999999999996,1.6437327970636673,5
52,D'Angelo Russell,LAL,"PG, SG",33.4,6.5,14.4,2.2,2.7,3.0,3.2,6.5,0.9,0.3,2.2,18.3,91.5,2.0,2713.0,36.2,"['PG', 'SG']",36.0,16.9,1.3613632657577586,5
53,Anfernee Simons,Por,"SG, PG",35.2,9.1,20.3,3.9,4.3,3.6,3.6,5.5,0.5,0.1,2.7,25.8,86.4,4.3,2589.0,38.6,"['SG', 'PG']",38.5,19.4,1.562748364242634,5
54,Cam Thomas,Bkn,SG,34.0,9.3,20.6,5.6,6.5,2.6,3.5,3.1,0.7,0.3,2.0,26.9,88.2,3.4,2578.0,36.3,['SG'],36.3,12.799999999999997,1.1839096129504865,5
55,Immanuel Quickley,Tor,"PG, SG",35.1,6.7,15.5,3.6,4.2,3.0,4.6,5.6,0.9,0.2,1.8,20.0,87.3,3.3,2651.0,36.8,"['PG', 'SG']",36.900000000000006,17.800000000000004,1.4338619012123144,5
56,Kyle Kuzma,Wsh,"PF, SF",33.4,8.7,18.9,2.7,3.5,2.2,6.9,4.3,0.5,0.7,2.8,22.4,88.9,3.0,2631.0,37.1,"['PF', 'SF']",37.0,16.1,1.415192408167115,5
57,Mikal Bridges,NY,"SF, SG",35.1,6.5,14.0,2.9,3.4,2.1,4.4,3.1,1.1,0.8,1.5,18.1,95.2,0.3,2784.0,34.0,"['SF', 'SG']",33.900000000000006,11.700000000000003,1.0565189497098968,5
58,Fred VanVleet,Hou,PG,32.9,5.4,13.1,2.6,3.0,2.8,3.5,6.9,1.3,0.4,1.7,16.1,87.8,3.1,2610.0,36.8,['PG'],36.900000000000006,17.800000000000004,1.4338619012123144,5
59,Franz Wagner,Orl,"SF, PF",33.7,7.5,15.6,3.8,4.5,1.4,5.4,3.8,1.1,0.6,2.0,20.2,92.2,1.2,2636.0,36.1,"['SF', 'PF']",36.099999999999994,15.199999999999996,1.336082273549077,5
60,Myles Turner,Ind,C,28.1,6.4,12.1,3.3,4.2,1.6,7.2,1.3,0.5,2.0,1.5,17.6,89.2,3.2,2637.0,35.6,['C'],35.800000000000004,15.100000000000005,1.2139136239622206,5
61,Michael Porter Jr.,Den,SF,32.3,7.1,14.6,1.7,2.1,3.1,6.9,1.5,0.6,0.6,1.2,19.0,85.3,4.4,2388.0,33.6,['SF'],33.6,11.399999999999999,1.0294287202301555,5
62,Zach LaVine,Chi,"SG, SF",35.6,8.5,17.8,4.7,5.5,2.7,4.6,4.4,0.8,0.3,2.5,24.4,89.7,3.0,2492.0,38.3,"['SG', 'SF']",38.3,16.099999999999994,1.453842315412763,5
63,Jarrett Allen,Cle,C,32.5,6.2,9.6,2.6,3.6,0.0,10.1,1.9,0.8,1.2,1.5,15.0,87.7,2.9,2609.0,35.7,['C'],35.7,15.000000000000004,1.205874460889623,5
64,Kristaps Porzingis,Bos,"C, PF",30.3,7.0,13.9,4.8,5.6,1.9,7.5,2.2,0.8,1.8,1.7,20.8,87.1,1.1,2374.0,40.9,"['C', 'PF']",40.900000000000006,20.200000000000006,1.7580029915119446,5
65,Jaren Jackson Jr.,Mem,"C, PF",30.9,7.3,16.2,4.7,5.8,1.7,5.8,1.9,1.1,1.9,2.2,21.0,91.0,1.7,2495.0,37.2,"['C', 'PF']",37.2,16.500000000000004,1.4327724380822346,5
66,Darius Garland,Cle,PG,34.1,7.0,15.4,3.0,3.5,2.4,2.7,7.1,1.3,0.1,3.1,19.3,88.1,2.3,2548.0,35.9,['PG'],36.099999999999994,16.999999999999993,1.369418669697153,5
67,Brandon Ingram,NO,SF,32.8,7.9,16.3,4.1,5.0,1.3,5.1,5.6,0.7,0.6,2.6,21.3,89.7,1.6,2445.0,37.6,['SF'],37.5,15.299999999999997,1.3816017034667876,5
68,CJ McCollum,NO,"SG, PG",31.4,7.1,15.6,1.8,2.3,3.2,4.1,4.6,0.9,0.5,1.8,19.2,86.8,2.5,2502.0,35.7,"['SG', 'PG']",35.8,16.699999999999996,1.3452524578789684,5
69,Jonas Valanciunas,Wsh,C,27.2,5.8,10.3,2.3,2.9,0.5,10.2,2.4,0.5,0.9,1.6,14.3,83.6,2.5,2663.0,32.9,['C'],32.900000000000006,12.200000000000006,0.9807778948568936,5
70,Jrue Holiday,Bos,"PG, SG",33.1,5.6,11.5,1.3,1.5,2.1,5.3,5.6,1.0,0.7,2.1,14.4,89.9,1.7,2518.0,35.0,"['PG', 'SG']",35.1,16.0,1.2888646303032036,5
71,Devin Vassell,SA,"SG, SF",33.5,7.4,15.7,2.4,3.0,2.5,3.9,4.1,1.1,0.4,1.6,19.6,80.5,2.2,2480.0,35.4,"['SG', 'SF']",35.5,13.299999999999997,1.2010001736018479,5
72,Bradley Beal,Phx,"SF, SG",33.6,7.6,15.0,2.6,3.1,1.8,4.3,5.2,1.0,0.5,2.6,19.5,83.6,3.7,2371.0,36.5,"['SF', 'SG']",36.5,14.299999999999997,1.2913009385343177,5
73,Derrick White,Bos,"SG, PG",31.3,5.0,10.9,2.0,2.2,2.4,4.0,4.9,0.9,0.9,1.5,14.3,90.0,1.7,2515.0,33.5,"['SG', 'PG']",33.6,14.5,1.1680335712122782,5
74,Nic Claxton,Bkn,C,30.9,5.4,8.4,1.7,3.0,0.0,10.1,2.1,0.7,2.1,1.3,12.5,84.8,1.2,2628.0,36.5,['C'],36.5,15.8,1.2701877654704026,5
75,Daniel Gafford,Dal,C,25.4,4.8,6.7,1.8,2.6,0.0,7.6,1.5,0.8,2.0,1.1,11.4,75.6,8.1,2523.0,33.2,['C'],33.1,12.400000000000002,0.9968562210020883,5
76,Brandon Miller,Cha,"SF, SG",34.0,7.8,17.2,2.4,2.9,3.2,4.5,2.5,0.9,0.6,1.9,21.2,87.2,2.9,2477.0,33.9,"['SF', 'SG']",34.0,11.799999999999997,1.0655490262031433,5
77,Austin Reaves,LAL,"SG, SF",33.9,5.7,11.7,3.1,3.6,1.9,4.4,5.5,0.8,0.3,2.2,16.4,88.3,0.9,2507.0,33.0,"['SG', 'SF']",32.9,10.699999999999996,0.9662181847774264,5
78,Jalen Duren,Det,C,30.7,5.6,9.0,2.3,3.1,0.0,11.9,2.2,0.6,0.9,2.1,13.6,80.8,3.5,2388.0,33.2,['C'],33.1,12.400000000000002,0.9968562210020883,5
79,Collin Sexton,Utah,"SG, PG",27.3,6.6,13.6,4.2,4.9,1.6,2.7,5.0,0.8,0.2,2.2,19.1,78.6,3.4,2371.0,32.0,"['SG', 'PG']",31.9,12.799999999999997,1.0310917042425627,4
80,Josh Giddey,Chi,"SG, SF",28.9,5.9,12.4,1.3,1.7,1.1,7.3,5.6,0.7,0.5,2.5,14.2,85.6,0.5,2442.0,32.6,"['SG', 'SF']",32.6,10.399999999999999,0.9391279552976857,5
81,Terry Rozier,Mia,"PG, SG",30.8,6.7,15.3,2.5,2.9,2.3,3.7,4.9,1.0,0.3,1.6,18.2,77.1,2.2,2353.0,33.6,"['PG', 'SG']",33.7,14.600000000000001,1.1760889751516734,5
82,Mark Williams,Cha,C,28.9,5.6,8.6,2.6,3.6,0.0,10.5,1.2,0.9,1.2,1.0,13.7,63.0,3.2,2273.0,34.4,['C'],34.6,13.900000000000002,1.1174436670910506,5
83,Malcolm Brogdon,Wsh,"PG, SG",31.9,6.4,13.9,3.1,3.6,2.2,4.8,5.3,0.8,0.3,1.8,18.0,59.2,2.9,2252.0,34.6,"['PG', 'SG']",34.8,15.699999999999996,1.264698418485018,5
84,Jusuf Nurkic,Phx,C,27.9,4.6,8.9,2.4,3.7,0.4,10.9,3.8,1.1,1.0,2.4,12.0,76.2,3.1,2305.0,33.4,['C'],33.5,12.8,1.0290128732924781,5
85,Tobias Harris,Det,"PF, SF",32.9,6.3,12.8,2.4,2.7,1.3,6.2,2.9,0.9,0.6,1.3,16.2,80.0,2.1,2364.0,32.4,"['PF', 'SF']",32.39999999999999,11.499999999999993,1.0108517201193672,5
86,Zach Edey,Mem,C,25.9,6.1,10.9,2.2,3.1,0.0,6.7,1.1,0.7,1.6,1.6,14.4,69.0,18.2,2079.0,29.7,['C'],29.700000000000003,9.000000000000004,0.7235246765337738,4
87,Tyler Herro,Mia,"SG, PG",33.8,7.6,17.2,2.5,2.8,3.1,5.3,4.3,0.7,0.1,2.3,20.7,83.0,2.0,2371.0,33.9,"['SG', 'PG']",34.0,14.899999999999999,1.2002551869698581,5
88,Amen Thompson,Hou,"SF, PF",28.1,4.8,9.0,2.2,3.1,0.4,8.3,3.3,1.6,0.8,1.8,12.1,79.3,2.7,2308.0,33.0,"['SF', 'PF']",33.099999999999994,12.199999999999996,1.0723818248222854,5
89,Jakob Poeltl,Tor,C,27.4,5.3,8.1,1.3,2.3,0.0,9.0,2.7,0.7,1.5,1.6,11.8,67.7,2.7,2257.0,33.2,['C'],33.3,12.599999999999998,1.0129345471472828,5
90,RJ Barrett,Tor,"SF, SG",34.2,7.9,16.4,3.9,5.4,1.7,5.8,3.4,0.6,0.4,2.3,21.4,78.1,2.0,2271.0,32.9,"['SF', 'SG']",33.0,10.799999999999997,0.9752482612706734,5
91,Bogdan Bogdanovic,Atl,"SG, SF",31.8,6.2,14.3,1.9,2.1,3.1,3.6,3.3,1.2,0.3,1.4,17.4,76.7,2.5,2347.0,31.7,"['SG', 'SF']",31.799999999999997,9.599999999999994,0.8668873433517095,4
92,Kawhi Leonard,LAC,"SF, PF",33.3,8.7,16.6,3.9,4.4,2.0,6.1,3.6,1.5,0.8,1.7,23.2,93.5,-4.8,2225.0,44.5,"['SF', 'PF']",44.599999999999994,23.699999999999996,2.083233544941653,5
93,Klay Thompson,Dal,"SG, SF",33.1,7.2,16.6,1.8,2.0,3.9,3.7,2.5,0.7,0.5,1.7,20.2,82.5,1.9,2326.0,31.9,"['SG', 'SF']",31.799999999999997,9.599999999999994,0.8668873433517095,4
94,Deandre Ayton,Por,C,28.8,7.1,12.2,1.3,1.7,0.0,9.8,1.5,0.8,0.7,1.6,15.5,71.5,1.1,2099.0,32.8,['C'],32.7,12.000000000000004,0.9646995687116984,5
95,Keegan Murray,Sac,"PF, SF",33.2,5.4,12.0,1.2,1.5,2.5,5.3,1.6,1.0,0.7,0.8,14.6,81.4,0.1,2298.0,29.5,"['PF', 'SF']",29.3,8.400000000000002,0.7383612564350166,4
96,Buddy Hield,GS,"SG, SF",30.1,5.3,12.2,1.0,1.1,3.2,4.0,3.1,1.0,0.5,1.5,14.8,76.0,7.9,2420.0,29.5,"['SG', 'SF']",29.5,7.299999999999997,0.6591955840070293,4
97,Grayson Allen,Phx,"SG, PG",34.1,4.6,9.4,1.8,2.0,2.8,4.0,2.9,1.0,0.5,1.2,13.6,57.9,8.9,2166.0,29.3,"['SG', 'PG']",29.4,10.299999999999997,0.8297066057576871,4
98,Josh Hart,NY,"SF, SG",34.1,3.9,8.5,1.4,1.8,1.0,8.4,4.1,1.0,0.6,1.6,10.1,76.3,4.3,2293.0,29.8,"['SF', 'SG']",29.799999999999997,7.599999999999994,0.6862858134867699,4
99,Khris Middleton,Mil,SF,29.0,6.2,13.0,2.3,2.7,1.9,5.0,5.6,1.0,0.3,2.5,16.6,66.6,0.4,2105.0,34.0,['SF'],33.900000000000006,11.700000000000003,1.0565189497098968,5
100,Clint Capela,Atl,C,25.4,4.8,8.2,1.5,2.5,0.0,10.5,1.1,0.6,1.4,0.9,11.2,66.0,-2.2,2263.0,30.6,['C'],30.5,9.8,0.7878379811145535,4
101,Jaime Jaquez Jr.,Mia,"SF, SG",32.0,5.9,12.0,2.7,3.3,1.3,4.3,3.0,1.2,0.6,1.7,15.8,61.9,11.3,2254.0,30.5,"['SF', 'SG']",30.4,8.199999999999996,0.7404662724462518,4
102,Jonathan Kuminga,GS,PF,29.6,6.6,12.6,3.1,4.3,0.9,5.3,2.4,0.8,0.8,1.9,17.3,77.1,1.4,2254.0,30.5,['PF'],30.299999999999997,9.399999999999999,0.8262614060106135,4
103,Aaron Gordon,Den,PF,31.2,5.6,10.2,2.5,3.8,0.7,6.4,3.3,0.8,0.6,1.5,14.4,71.0,1.2,2252.0,30.4,['PF'],30.4,9.5,0.8350514209681734,4
104,Trayce Jackson-Davis,GS,"PF, C",24.7,5.2,7.2,1.7,2.9,0.0,7.4,1.8,0.6,1.7,1.1,12.0,60.1,8.2,2298.0,31.9,"['PF', 'C']",32.0,11.3,0.975691660289129,4
105,Tyus Jones,Phx,PG,27.3,4.6,9.6,0.6,0.8,1.5,2.6,6.6,1.0,0.2,0.9,11.3,61.4,-1.7,2168.0,31.0,['PG'],31.0,11.899999999999999,0.9585930687880075,4
106,Deni Avdija,Por,"SF, PF",29.7,5.2,10.4,2.6,3.5,1.1,7.1,3.7,0.8,0.5,2.1,14.1,63.9,5.9,2240.0,29.9,"['SF', 'PF']",29.799999999999997,8.899999999999999,0.7823113312228149,4
107,Reed Sheppard,Hou,SG,28.6,5.1,11.1,2.5,2.9,2.1,3.2,4.6,1.1,0.5,1.8,14.8,58.8,9.0,2154.0,30.8,['SG'],30.8,7.300000000000001,0.6751984511358246,4
108,Russell Westbrook,Den,PG,28.3,5.6,12.6,2.3,3.4,0.9,6.1,6.1,1.2,0.4,2.9,14.5,70.0,5.1,2323.0,31.8,['PG'],31.8,12.7,1.0230363003031677,4
109,Walker Kessler,Utah,C,24.5,3.9,5.8,1.0,1.8,0.0,8.3,1.0,0.5,2.5,1.0,8.9,63.5,-1.0,2133.0,30.5,['C'],30.4,9.7,0.7797988180419559,4
